Ma,prc,prf,B,T04,Ta,pa,QR_MJkg,ST,TSFC_mg_per_Ns,eta0,etaT,etaP,f
0.66755090655601,44.0051880431337,1.23979549552592,11.2521139661278,1858.59255389133,289.842633742088,45150.9292253953,44.1976420798834,968.699897260396,27.3895918702724,0.188185357497596,0.22329919491447,0.842749825272214,0.0265322948307371
0.829381322215226,26.0816227168634,1.5273695335374,7.9139792434162,1878.14076734025,236.43672455628,44044.9748320649,43.2809046382839,1344.59612192404,27.6512507034129,0.213602127833589,0.30985909100058,0.689352463869422,0.0371797644621584
0.750834123231406,30.5891258462472,1.45963328898683,6.77060233865199,1837.80366769737,238.551644990021,33523.8928590153,43.0256537206401,1292.53328819781,27.1711416332559,0.198840484176987,0.331680281233637,0.599494439155165,0.0351196050393206
0.816396990901117,30.2017333957741,1.15034087292873,11.5325700365089,1589.69746670704,280.560224926629,23390.0439575603,43.243247649065,602.383738570002,35.7384587534297,0.177363924550347,0.200229747952877,0.885802066694348,0.0215282663946208
0.7738540501944,21.6552296310248,1.1665347066837,8.72609155596114,1452.08803016933,242.787846686321,37762.0272599747,43.1862101567126,799.344621648883,29.9048035122219,0.187150697794818,0.285806837084218,0.654815328087027,0.0239042438489612
0.765257706641786,27.6805648357332,1.24030930984998,4.74572300932213,1473.89569550589,243.108617173449,34834.6874982961,44.9767214431338,765.986697762422,28.562213976629,0.186180071041292,0.309833483699824,0.600903649334649,0.0218782759647418
0.71174096542343,35.9753381745829,1.37861580139063,5.82518093050531,1622.36890838626,285.187954957395,83428.0795010156,44.902669819507,590.336873790169,34.7632899110516,0.154347459114188,0.185008847925992,0.834270689453352,0.0205220518887515
0.806222899107816,36.0895873296742,1.22856351122102,8.55344416336654,1823.05515500494,285.286374976218,70534.9822522166,46.7501489168648,871.30912250064,28.8031356380997,0.202711245750525,0.270461970097533,0.749499996903165,0.0250964348380996
0.834859978304006,40.1307201361517,1.15240752194911,11.6712865073108,1895.22920157072,264.142145691984,48079.0076910839,44.9536584805467,995.339372484012,29.8017220791773,0.203016369441478,0.3266914023017,0.621431626333381,0.0296628273532313
0.737616460624164,26.558255380242,1.47009455957607,10.3105989923036,1624.39617180826,229.806093834713,75116.0783206782,44.6458889712988,1077.82385325033,26.678543558026,0.188179688288973,0.231214406627019,0.813875272887011,0.0287547706168183
0.665165359788358,28.8329343046939,1.28781287314732,3.39193360947569,1538.19564527888,276.135277803701,56922.4500878787,45.5418802433868,718.858987525106,28.8311548309505,0.168741747295201,0.280086443827946,0.602463100280773,0.0207255347709566
0.699078631323381,24.3935242835553,1.26844902456659,6.82648242420223,1883.7686417265,264.636486004367,64274.5549430645,44.1939092065597,1196.80936854088,29.3484548745104,0.175755204095189,0.337379147617361,0.520942700034686,0.0351245057460133
0.753988511218067,36.0382865937646,1.17083564749527,6.45029194416713,1899.66264683317,252.195074973181,91288.5275426488,46.4332456476963,1072.0062777356,29.5394338166393,0.174987403365456,0.382225564473457,0.457811877671014,0.0316664584921926
0.864177384528475,39.937132624691,1.30713602265255,3.40862641649423,1758.85363867574,233.193258695013,46375.3364934122,43.9338304301744,945.372243477654,30.9889944104867,0.194293962464641,0.390868971072745,0.497082083367731,0.0292961351689583
0.65572682233658,31.6310416396366,1.36125189896295,3.37848321704687,1643.51977460671,281.065646841209,48992.4394467186,44.5651716781707,810.321914231333,28.8745752479623,0.171246068771178,0.289264080077662,0.592005992327846,0.0233977010875455
0.788126251016748,25.2248694881735,1.62020967609557,4.35539875532924,1846.69020812387,210.504510128276,21514.4114312006,46.7109057860539,1326.85250551967,27.3407860335395,0.179474262341943,0.379091251171424,0.473432878726038,0.0362771904514791
0.868529785095139,36.3309641908021,1.48229120187083,5.70558438464563,1585.35330473635,240.550147875883,20432.7269058657,43.6143897998634,798.235798071471,29.5680118283612,0.209382592563997,0.260038491263338,0.805198459454058,0.0236022455191986
0.702969662174822,23.6411702109144,1.68760675226365,4.19988407229717,1716.14666807543,219.386105337888,66463.8616382625,43.6121647990001,1261.89632776041,27.4219033640589,0.174518257305221,0.345132598761623,0.505655675330043,0.0346035991553067
